title,abstract_snippet,year,venue,citations,influential_citations,doi,url,sources,authors,relevance_score,matched_keywords,reason_included
Red Teaming the Mind of the Machine: A Systematic Evaluation of Prompt Injection and Jailbreak Vulnerabilities in LLMs,"Large Language Models (LLMs) are increasingly integrated into consumer and enterprise applications. Despite their capabilities, they remain susceptible to adversarial attacks such as prompt injection and jailbreaks that override alignment s...",2025,arXiv.org,37,3,10.48550/arXiv.2505.04806,https://doi.org/10.48550/arXiv.2505.04806,semantic_scholar,Chetan Pathade,0.625,primary:title:prompt injection|syn:title:jailbreak,matched 2 term(s); primary_in_title_or_abstract=True; raw_score=5.0
Signed-prompt: A new approach to prevent prompt injection attacks against LLM-Integrated applications,,2024,AIP Conference Proceedings,23,0,10.1063/5.0222987,https://doi.org/10.1063/5.0222987,crossref,Xuchen Suo,0.5,primary:title:prompt injection,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
Mind Mapping Prompt Injection: Visual Prompt Injection Attacks in Modern Large Language Models,"<jats:p>Large language models (LLMs) have made significant strides in generating coherent and contextually relevant responses across diverse domains. However, these advancements have also led to an increase in adversarial attacks, such as p...",2025,Electronics,6,0,10.3390/electronics14101907,https://doi.org/10.3390/electronics14101907,crossref,Seyong Lee|Jaebeom Kim|Wooguil Pak,0.5,primary:title:prompt injection,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
Enhancing Security in Large Language Models: A Comprehensive Review of Prompt Injection Attacks and Defenses,,2024,,3,0,10.36227/techrxiv.172954263.32914470/v1,https://doi.org/10.36227/techrxiv.172954263.32914470/v1,crossref,Eleena Mathew,0.5,primary:title:prompt injection,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
Prompt Injection,,2024,Worldbuilding,1,0,10.61608/9783775757027-002,https://doi.org/10.61608/9783775757027-002,crossref,Peter Watts,0.5,primary:title:prompt injection,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
An Evaluation of the Safety of ChatGPT with Malicious Prompt Injection,"<title>Abstract</title> <p>Artificial intelligence systems, particularly those involving sophisticated neural network architectures like ChatGPT, have demonstrated remarkable capabilities in generating human-like text. However, the suscepti...",2024,,1,0,10.21203/rs.3.rs-4487194/v1,https://doi.org/10.21203/rs.3.rs-4487194/v1,crossref,Jiang Han|Mingming Guo,0.5,primary:title:prompt injection,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
REAL TIME AI DEFENSE AGAINST PROMPT INJECTION ATTACKS,,2025,2nd International Conference on Cybersecurity and Digital Defense (ICyDD),1,0,10.37962/icydd/2025/23-24,https://doi.org/10.37962/icydd/2025/23-24,crossref,,0.5,primary:title:prompt injection,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
Reconstruction-Based Prompt Generation Algorithm for Prompt Injection Attacks,,2025,2025 5th International Conference on Advanced Algorithms and Neural Networks (AANN),0,0,10.1109/aann66429.2025.11257661,https://doi.org/10.1109/aann66429.2025.11257661,crossref,Zhengyi Yu|Chunlong Fan,0.5,primary:title:prompt injection,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
Intent Vectoring: Black-Box Prompt Injection Detection via Semantic Trajectory Monitoring,"<jats:p>As Large Language Model (LLM) agents transition from isolated chat interfaces to autonomous systems with tool-access capabilities, the traditional security perimeter has collapsed. Injected instructions can redirect model behavior t...",2026,,0,0,10.2139/ssrn.6280858,https://doi.org/10.2139/ssrn.6280858,crossref,Tatu Lertola,0.5,primary:title:prompt injection,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
Dynamic Moving Target Defense for Mitigating Targeted LLM Prompt Injection,,2024,,0,0,10.36227/techrxiv.171822345.56781952/v1,https://doi.org/10.36227/techrxiv.171822345.56781952/v1,crossref,Samuel Panterino|Matthew Fellington,0.5,primary:title:prompt injection,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
Evaluating Hybrid Guardrail Architectures for Prompt Injection Defense in Large Language Models,"<jats:p>Prompt injection attacks exploit the instruction-following behavior of large language models (LLMs) by embedding adversarial directives within user-provided text. Production systems frequently deploy layered guardrail mechanisms, co...",2026,,0,0,10.2139/ssrn.6246379,https://doi.org/10.2139/ssrn.6246379,crossref,Olanrewaju Muili,0.5,primary:title:prompt injection,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
Feedback-Guided Prompt Injection Defense in Retrieval-Augmented Text-to-Cypher Generation,,2025,,0,0,10.2139/ssrn.5669662,https://doi.org/10.2139/ssrn.5669662,crossref,Gergely Szlobodnyik,0.5,primary:title:prompt injection,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
Prompt Injection Attacks on LLM-Based Spam Filters,,2025,Informatyka w biznesie,0,0,10.15611/2025.07.4.02,https://doi.org/10.15611/2025.07.4.02,crossref,Grzegorz Borkowski,0.5,primary:title:prompt injection,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
Secure Artificial Intelligence (SAI): A Dual-layer defence model against prompt injection and prompt poisoning attacks,"<jats:p>Secure Artificial Intelligence (SAI): A Dual-layer defence model against prompt injection and prompt poisoning attacks. Keywords— Large Language Model, Secure Artificial Intelligence, Artificial Intelligence, Prompt Injection, AI se...",2025,International Journal For Multidisciplinary Research,0,0,10.36948/ijfmr.2025.v07i01.35371,https://doi.org/10.36948/ijfmr.2025.v07i01.35371,crossref,Hitika Teckani -|Devansh Pandya -|Harshita Makwana -,0.5,primary:title:prompt injection,matched 1 term(s); primary_in_title_or_abstract=True; raw_score=4.0
"""Do Anything Now"": Characterizing and Evaluating In-The-Wild Jailbreak Prompts on Large Language Models","The misuse of large language models (LLMs) has drawn significant attention from the general public and LLM vendors. One particular type of adversarial prompt, known as jailbreak prompt, has emerged as the main attack vector to bypass the sa...",2023,Conference on Computer and Communications Security,606,58,10.1145/3658644.3670388,https://doi.org/10.1145/3658644.3670388,semantic_scholar,Xinyue Shen|Zeyuan Chen|M. Backes|Yun Shen|Yang Zhang,0.312,primary:abstract:prompt injection|syn:title:jailbreak,matched 2 term(s); primary_in_title_or_abstract=True; raw_score=2.5
"Uncertainty Quantification for Language Models: A Suite of Black-Box, White-Box, LLM Judge, and Ensemble Scorers","Hallucinations are a persistent problem with Large Language Models (LLMs). As these models become increasingly used in high-stakes domains, such as healthcare and finance, the need for effective hallucination detection is crucial. To this e...",2025,Trans. Mach. Learn. Res.,16,1,10.48550/arXiv.2504.19254,https://doi.org/10.48550/arXiv.2504.19254,semantic_scholar,Dylan Bouchard|Mohit Singh Chauhan,0.25,kw:title:llm judge,matched 1 term(s); primary_in_title_or_abstract=False; raw_score=2.0
Judge's Verdict: A Comprehensive Analysis of LLM Judge Capability Through Human Agreement,"This research introduces the Judge's Verdict Benchmark, a novel two-step methodology to evaluate Large Language Models (LLMs) as judges for response accuracy evaluation tasks. We assess how well 54 LLMs can replicate human judgment when sco...",2025,arXiv.org,11,2,10.48550/arXiv.2510.09738,https://doi.org/10.48550/arXiv.2510.09738,semantic_scholar,Steve Han|Gilberto Titericz Junior|Tom Balough|Wenfei Zhou,0.25,kw:title:llm judge,matched 1 term(s); primary_in_title_or_abstract=False; raw_score=2.0
Rethinking Rubric Generation for Improving LLM Judge and Reward Modeling for Open-ended Tasks,"Recently, rubrics have been used to guide LLM judges in capturing subjective, nuanced, multi-dimensional human preferences, and have been extended from evaluation to reward signals for reinforcement fine-tuning (RFT). However, rubric genera...",2026,arXiv.org,9,3,10.48550/arXiv.2602.05125,https://doi.org/10.48550/arXiv.2602.05125,semantic_scholar,William F. Shen|Xinchi Qiu|Chenxi Whitehouse|Lisa Alazraki|S. Goel|Francesco Barbieri|Timon Willi|Akhil Mathur|Ilias Leontiadis,0.25,kw:title:llm judge,matched 1 term(s); primary_in_title_or_abstract=False; raw_score=2.0
Beyond Consensus: Mitigating the Agreeableness Bias in LLM Judge Evaluations,"New Large Language Models (LLMs) become available every few weeks, and modern application developers confronted with the unenviable task of having to decide if they should switch to a new model. While human evaluation remains the gold stand...",2025,arXiv.org,8,1,10.48550/arXiv.2510.11822,https://doi.org/10.48550/arXiv.2510.11822,semantic_scholar,Suryaansh Jain|Umair Z. Ahmed|Shubham Sahai|Ben Leong,0.25,kw:title:llm judge,matched 1 term(s); primary_in_title_or_abstract=False; raw_score=2.0
Ask a Strong LLM Judge when Your Reward Model is Uncertain,"Reward model (RM) plays a pivotal role in reinforcement learning with human feedback (RLHF) for aligning large language models (LLMs). However, classical RMs trained on human preferences are vulnerable to reward hacking and generalize poorl...",2025,arXiv.org,7,1,10.48550/arXiv.2510.20369,https://doi.org/10.48550/arXiv.2510.20369,semantic_scholar,Zhenghao Xu|Qin Lu|Qingru Zhang|Liang Qiu|Ilgee Hong|Changlong Yu|Wenlin Yao|Yao Liu|Haoming Jiang|Lihong Li|Hyokun Yun|Tuo Zhao,0.25,kw:title:llm judge,matched 1 term(s); primary_in_title_or_abstract=False; raw_score=2.0
Tuning LLM Judge Design Decisions for 1/1000 of the Cost,"Evaluating Large Language Models (LLMs) often requires costly human annotations. To address this, LLM-based judges have been proposed, which compare the outputs of two LLMs enabling the ranking of models without human intervention. While se...",2025,International Conference on Machine Learning,6,2,,,semantic_scholar,David Salinas|Omar Swelam|Frank Hutter,0.25,kw:title:llm judge,matched 1 term(s); primary_in_title_or_abstract=False; raw_score=2.0
