topic_id,source,name,url,doi,year,venue,contribution_type,overlap_class,relevance_score,stars_or_downloads,why_overlaps,how_we_differ,differentiator_strength
T25,paper,Correctness is not Faithfulness in Retrieval Augmented Generation Attributions,https://doi.org/10.1145/3731120.3744592,10.1145/3731120.3744592,2025,International Conference on the Theory of Information Retrieval,paper,DIRECT_OVERLAP,0.75,,Relevance 0.75: paper titled 'Correctness is not Faithfulness in Retrieval Augmented Generation Attributions' contributes a 'paper' matching target artifact 'taxonomy+paper'. Matched keywords: primary:title:retrieval augmented generation|kw:title:faithfulness.,Our proposed work focuses specifically on 'Hallucination taxonomy: RAG vs no-RAG'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T25,paper,TableRAG: A Retrieval Augmented Generation Framework for Heterogeneous Document Reasoning,https://doi.org/10.18653/v1/2025.emnlp-main.710,10.18653/v1/2025.emnlp-main.710,2025,Conference on Empirical Methods in Natural Language Processing,tool,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'TableRAG: A Retrieval Augmented Generation Framework for Heterogeneous Document Reasoning' contributes a 'tool' matching target artifact 'taxonomy+paper'. Matched keywords: primary:title:retrieval augmented generation.,Our proposed work focuses specifically on 'Hallucination taxonomy: RAG vs no-RAG'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
T25,paper,Visual-RAG: Benchmarking Text-to-Image Retrieval Augmented Generation for Visual Knowledge Intensive Queries,https://doi.org/10.48550/arXiv.2502.16636,10.48550/arXiv.2502.16636,2025,arXiv.org,benchmark,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Visual-RAG: Benchmarking Text-to-Image Retrieval Augmented Generation for Visual Knowledge Intensive' contributes a 'benchmark' matching target artifact 'taxonomy+paper'. Matched keywords: primary:title:retrieval augmented generation.,Our proposed work focuses specifically on 'Hallucination taxonomy: RAG vs no-RAG'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
T25,paper,Prospects of Retrieval Augmented Generation (RAG) for Academic Library Search and Retrieval,https://doi.org/10.2139/ssrn.5295044,10.2139/ssrn.5295044,2025,,tool,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Prospects of Retrieval Augmented Generation (RAG) for Academic Library Search and Retrieval' contributes a 'tool' matching target artifact 'taxonomy+paper'. Matched keywords: primary:title:retrieval augmented generation.,Our proposed work focuses specifically on 'Hallucination taxonomy: RAG vs no-RAG'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
T25,paper,Retrieval Augmented Generation (RAG) Model,https://doi.org/10.55248/gengpi.6.0125.0635,10.55248/gengpi.6.0125.0635,2025,International Journal of Research Publication and Reviews,paper,DIRECT_OVERLAP,0.5,,Relevance 0.50: paper titled 'Retrieval Augmented Generation (RAG) Model' contributes a 'paper' matching target artifact 'taxonomy+paper'. Matched keywords: primary:title:retrieval augmented generation.,Our proposed work focuses specifically on 'Hallucination taxonomy: RAG vs no-RAG'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T25,paper,Retrieval Augmented Generation for HPC Code Optimization,https://doi.org/10.31274/cc-20260223-58,10.31274/cc-20260223-58,2025,,paper,DIRECT_OVERLAP,0.5,,Relevance 0.50: paper titled 'Retrieval Augmented Generation for HPC Code Optimization' contributes a 'paper' matching target artifact 'taxonomy+paper'. Matched keywords: primary:title:retrieval augmented generation.,Our proposed work focuses specifically on 'Hallucination taxonomy: RAG vs no-RAG'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T25,paper,Understanding Retrieval Pitfalls: Challenges Faced by Retrieval Augmented Generation (RAG) models,https://doi.org/10.59350/xcq3s-jvk04,10.59350/xcq3s-jvk04,2024,,benchmark,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Understanding Retrieval Pitfalls: Challenges Faced by Retrieval Augmented Generation (RAG) models' contributes a 'benchmark' matching target artifact 'taxonomy+paper'. Matched keywords: primary:title:retrieval augmented generation.,Our proposed work focuses specifically on 'Hallucination taxonomy: RAG vs no-RAG'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
T25,paper,Protótipo de Pesquisa Documental para a Polícia Militar do Paraná com Retrieval Augmented Generation e Gemini AI em Ambiente Dockerizado,https://doi.org/10.51473/rcmos.v1i2.2024.736,10.51473/rcmos.v1i2.2024.736,2024,RCMOS - Revista Científica Multidisciplinar O Saber,paper,DIRECT_OVERLAP,0.5,,Relevance 0.50: paper titled 'Protótipo de Pesquisa Documental para a Polícia Militar do Paraná com Retrieval Augmented Generation' contributes a 'paper' matching target artifact 'taxonomy+paper'. Matched keywords: primary:title:retrieval augmented generation.,Our proposed work focuses specifically on 'Hallucination taxonomy: RAG vs no-RAG'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T25,paper,Comparative Performance of Retrieval Augmented Generation Tourism Chatbots,https://doi.org/10.21070/ijins.v27i1.1836,10.21070/ijins.v27i1.1836,2026,Indonesian Journal of Innovation Studies,paper,DIRECT_OVERLAP,0.5,,Relevance 0.50: paper titled 'Comparative Performance of Retrieval Augmented Generation Tourism Chatbots' contributes a 'paper' matching target artifact 'taxonomy+paper'. Matched keywords: primary:title:retrieval augmented generation.,Our proposed work focuses specifically on 'Hallucination taxonomy: RAG vs no-RAG'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T25,paper,Correctness is not Faithfulness in RAG Attributions,https://doi.org/10.48550/arXiv.2412.18004,10.48550/arXiv.2412.18004,2024,arXiv.org,paper,ADJACENT,0.3,,Relevance 0.30: paper titled 'Correctness is not Faithfulness in RAG Attributions' contributes a 'paper' matching target artifact 'taxonomy+paper'. Matched keywords: kw:title:faithfulness|syn:abstract:citation correctness.,Our proposed work focuses specifically on 'Hallucination taxonomy: RAG vs no-RAG'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
