topic_id,source,name,url,doi,year,venue,contribution_type,overlap_class,relevance_score,stars_or_downloads,why_overlaps,how_we_differ,differentiator_strength
T02,paper,A Probabilistic Position Bias Model for Short-Video Recommendation Feeds,https://doi.org/10.1145/3604915.3608777,10.1145/3604915.3608777,2023,Proceedings of the 17th ACM Conference on Recommender Systems,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'A Probabilistic Position Bias Model for Short-Video Recommendation Feeds' contributes a 'paper' matching target artifact 'empirical+harness'. Matched keywords: primary:title:position bias.,Our proposed work focuses specifically on 'Position-bias quantification across judge models'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
T02,paper,Can We Instruct LLMs to Compensate for Position Bias?,https://doi.org/10.18653/v1/2024.findings-emnlp.732,10.18653/v1/2024.findings-emnlp.732,2024,Findings of the Association for Computational Linguistics: EMNLP 2024,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Can We Instruct LLMs to Compensate for Position Bias?' contributes a 'paper' matching target artifact 'empirical+harness'. Matched keywords: primary:title:position bias.,Our proposed work focuses specifically on 'Position-bias quantification across judge models'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
T02,paper,Towards Label Position Bias in Graph Neural Networks,https://doi.org/10.52202/075280-0997,10.52202/075280-0997,2023,Advances in Neural Information Processing Systems 36,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Towards Label Position Bias in Graph Neural Networks' contributes a 'paper' matching target artifact 'empirical+harness'. Matched keywords: primary:title:position bias.,Our proposed work focuses specifically on 'Position-bias quantification across judge models'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
T02,paper,DebiasGAN: Eliminating Position Bias in News Recommendation with Adversarial Learning,https://doi.org/10.18653/v1/2022.findings-emnlp.213,10.18653/v1/2022.findings-emnlp.213,2022,Findings of the Association for Computational Linguistics: EMNLP 2022,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'DebiasGAN: Eliminating Position Bias in News Recommendation with Adversarial Learning' contributes a 'paper' matching target artifact 'empirical+harness'. Matched keywords: primary:title:position bias.,Our proposed work focuses specifically on 'Position-bias quantification across judge models'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
T02,paper,POSITION BIAS MITIGATES POSITION BIAS: Mitigate Position Bias Through Inter-Position Knowledge Distillation,https://doi.org/10.18653/v1/2025.emnlp-main.78,10.18653/v1/2025.emnlp-main.78,2025,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'POSITION BIAS MITIGATES POSITION BIAS: Mitigate Position Bias Through Inter-Position Knowledge Disti' contributes a 'paper' matching target artifact 'empirical+harness'. Matched keywords: primary:title:position bias.,Our proposed work focuses specifically on 'Position-bias quantification across judge models'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
T02,paper,Evidence of Position Bias in Canadian Long Ballots (preprint 1.0),https://doi.org/10.2139/ssrn.5384202,10.2139/ssrn.5384202,2025,,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Evidence of Position Bias in Canadian Long Ballots (preprint 1.0)' contributes a 'paper' matching target artifact 'empirical+harness'. Matched keywords: primary:title:position bias.,Our proposed work focuses specifically on 'Position-bias quantification across judge models'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
T02,paper,Mitigating Position Bias in Hotels Recommender Systems,https://doi.org/10.1007/978-3-031-37249-0_6,10.1007/978-3-031-37249-0_6,2023,Communications in Computer and Information Science,tool,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Mitigating Position Bias in Hotels Recommender Systems' contributes a 'tool' matching target artifact 'empirical+harness'. Matched keywords: primary:title:position bias.,Our proposed work focuses specifically on 'Position-bias quantification across judge models'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
T02,paper,Position Bias Across LLM Model Families,https://doi.org/10.1109/intcec65580.2025.11255828,10.1109/intcec65580.2025.11255828,2025,2025 Interdisciplinary Conference on Electrics and Computer (INTCEC),paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Position Bias Across LLM Model Families' contributes a 'paper' matching target artifact 'empirical+harness'. Matched keywords: primary:title:position bias.,Our proposed work focuses specifically on 'Position-bias quantification across judge models'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
T02,paper,Extended Research on Predictive Rotor Position Bias With Efficient Bias Angle Search Strategy in PMVG-WTS Power Factor Improvement,https://doi.org/10.1109/tie.2025.3621675,10.1109/tie.2025.3621675,2026,IEEE Transactions on Industrial Electronics,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Extended Research on Predictive Rotor Position Bias With Efficient Bias Angle Search Strategy in PMV' contributes a 'paper' matching target artifact 'empirical+harness'. Matched keywords: primary:title:position bias.,Our proposed work focuses specifically on 'Position-bias quantification across judge models'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
T02,paper,Adaptive Repetition for Mitigating Position Bias in LLM-Based Ranking,https://doi.org/10.1007/978-3-032-12717-4_1,10.1007/978-3-032-12717-4_1,2026,Communications in Computer and Information Science,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Adaptive Repetition for Mitigating Position Bias in LLM-Based Ranking' contributes a 'paper' matching target artifact 'empirical+harness'. Matched keywords: primary:title:position bias.,Our proposed work focuses specifically on 'Position-bias quantification across judge models'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
