topic_id,source,name,url,doi,year,venue,contribution_type,overlap_class,relevance_score,stars_or_downloads,why_overlaps,how_we_differ,differentiator_strength
NC05_NC,paper,The contribution of GenAI to business analytics,https://doi.org/10.1080/2573234x.2024.2435835,10.1080/2573234x.2024.2435835,2025,Journal of Business Analytics,paper,PARTIAL_OVERLAP,0.75,,Relevance 0.75: paper titled 'The contribution of GenAI to business analytics' contributes a 'paper' matching target artifact 'framework'. Matched keywords: primary:title:ai|kw:title:business analytics.,Our proposed work focuses specifically on 'AI for business analytics [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC05_NC,paper,Activating inert non-defect sites in Bi catalysts using tensile strain engineering for highly active CO2 electroreduction,https://doi.org/10.1038/s41467-025-56975-8,10.1038/s41467-025-56975-8,2025,Nature Communications,paper,PARTIAL_OVERLAP,0.625,,Relevance 0.62: paper titled 'Activating inert non-defect sites in Bi catalysts using tensile strain engineering for highly active' contributes a 'paper' matching target artifact 'framework'. Matched keywords: primary:title:ai|syn:title:bi.,Our proposed work focuses specifically on 'AI for business analytics [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC05_NC,paper,When AI meets AI: analyzing AI bills using AI,https://doi.org/10.1007/s00146-025-02466-9,10.1007/s00146-025-02466-9,2025,AI &amp; SOCIETY,paper,PARTIAL_OVERLAP,0.625,,Relevance 0.62: paper titled 'When AI meets AI: analyzing AI bills using AI' contributes a 'paper' matching target artifact 'framework'. Matched keywords: primary:title:ai|syn:title:bi.,Our proposed work focuses specifically on 'AI for business analytics [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC05_NC,paper,Constraining Galaxy Cluster Triaxiality via Weak Lensing -- I. Preparation for the Rubin Data Beyond Leading Order,http://arxiv.org/abs/2605.06587v1,,2026,arXiv,paper,PARTIAL_OVERLAP,0.625,,Relevance 0.62: paper titled 'Constraining Galaxy Cluster Triaxiality via Weak Lensing -- I. Preparation for the Rubin Data Beyond' contributes a 'paper' matching target artifact 'framework'. Matched keywords: primary:title:ai|syn:title:bi.,Our proposed work focuses specifically on 'AI for business analytics [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC05_NC,paper,AI CFD Scientist: Toward Open-Ended Computational Fluid Dynamics Discovery with Physics-Aware AI Agents,http://arxiv.org/abs/2605.06607v1,,2026,arXiv,paper,PARTIAL_OVERLAP,0.55,,Relevance 0.55: paper titled 'AI CFD Scientist: Toward Open-Ended Computational Fluid Dynamics Discovery with Physics-Aware AI Age' contributes a 'paper' matching target artifact 'framework'. Matched keywords: primary:title:ai|syn:abstract:bi.,Our proposed work focuses specifically on 'AI for business analytics [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC05_NC,paper,TMDs in the Lens of Generative AI: A Pixel-Based Approach to Partonic Imaging,http://arxiv.org/abs/2605.06606v1,,2026,arXiv,paper,PARTIAL_OVERLAP,0.55,,Relevance 0.55: paper titled 'TMDs in the Lens of Generative AI: A Pixel-Based Approach to Partonic Imaging' contributes a 'paper' matching target artifact 'framework'. Matched keywords: primary:title:ai|syn:abstract:bi.,Our proposed work focuses specifically on 'AI for business analytics [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC05_NC,paper,Ex Ante Evaluation of AI-Induced Idea Diversity Collapse,http://arxiv.org/abs/2605.06540v1,,2026,arXiv,paper,PARTIAL_OVERLAP,0.55,,Relevance 0.55: paper titled 'Ex Ante Evaluation of AI-Induced Idea Diversity Collapse' contributes a 'paper' matching target artifact 'framework'. Matched keywords: primary:title:ai|syn:abstract:bi.,Our proposed work focuses specifically on 'AI for business analytics [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC05_NC,paper,Sustaining Cooperation in Populations Guided by AI: A Folk Theorem for LLMs,http://arxiv.org/abs/2605.06525v1,,2026,arXiv,paper,PARTIAL_OVERLAP,0.55,,Relevance 0.55: paper titled 'Sustaining Cooperation in Populations Guided by AI: A Folk Theorem for LLMs' contributes a 'paper' matching target artifact 'framework'. Matched keywords: primary:title:ai|syn:abstract:bi.,Our proposed work focuses specifically on 'AI for business analytics [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC05_NC,paper,Agentic AIs Are the Missing Paradigm for Out-of-Distribution Generalization in Foundation Models,http://arxiv.org/abs/2605.06522v1,,2026,arXiv,paper,PARTIAL_OVERLAP,0.55,,Relevance 0.55: paper titled 'Agentic AIs Are the Missing Paradigm for Out-of-Distribution Generalization in Foundation Models' contributes a 'paper' matching target artifact 'framework'. Matched keywords: primary:title:ai|syn:abstract:bi.,Our proposed work focuses specifically on 'AI for business analytics [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
NC05_NC,paper,To What Extent Does Agent-generated Code Require Maintenance? An Empirical Study,http://arxiv.org/abs/2605.06464v1,,2026,arXiv,empirical,PARTIAL_OVERLAP,0.55,,Relevance 0.55: paper titled 'To What Extent Does Agent-generated Code Require Maintenance? An Empirical Study' contributes a 'empirical' matching target artifact 'framework'. Matched keywords: primary:title:ai|syn:abstract:bi.,Our proposed work focuses specifically on 'AI for business analytics [NEGATIVE_CONTROL]'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
