topic_id,source,name,url,doi,year,venue,contribution_type,overlap_class,relevance_score,stars_or_downloads,why_overlaps,how_we_differ,differentiator_strength
B08,paper,Enhancing Public Health Surveillance: Outbreak Detection Algorithms Deployed for Syndromic Surveillance during Arbaeenia Mass Gatherings in Iraq,https://doi.org/10.21203/rs.3.rs-4137394/v1,10.21203/rs.3.rs-4137394/v1,2024,,paper,PARTIAL_OVERLAP,1.0,,Relevance 1.00: paper titled 'Enhancing Public Health Surveillance: Outbreak Detection Algorithms Deployed for Syndromic Surveilla' contributes a 'paper' matching target artifact 'framework'. Matched keywords: primary:title:outbreak detection|kw:title:public health|kw:title:surveillance|syn:title:syndromic surveillance.,Our proposed work focuses specifically on 'Public health informatics: outbreak signal detection'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
B08,paper,"Infectious Disease Outbreak Detection, Investigation, and Surveillance",https://doi.org/10.1891/9780826156747.0011,10.1891/9780826156747.0011,2022,Infectious Disease Epidemiology,empirical,PARTIAL_OVERLAP,0.75,,"Relevance 0.75: paper titled 'Infectious Disease Outbreak Detection, Investigation, and Surveillance' contributes a 'empirical' matching target artifact 'framework'. Matched keywords: primary:title:outbreak detection|kw:title:surveillance.",Our proposed work focuses specifically on 'Public health informatics: outbreak signal detection'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
B08,paper,PREVENTION OF FALSE POSITIVES IN INFECTION OUTBREAK DETECTION: AN ADVANCED SURVEILLANCE SYSTEM,https://doi.org/10.14293/pr2199.002482.v1,10.14293/pr2199.002482.v1,2025,,tool,DIRECT_OVERLAP,0.75,,Relevance 0.75: paper titled 'PREVENTION OF FALSE POSITIVES IN INFECTION OUTBREAK DETECTION: AN ADVANCED SURVEILLANCE SYSTEM' contributes a 'tool' matching target artifact 'framework'. Matched keywords: primary:title:outbreak detection|kw:title:surveillance.,Our proposed work focuses specifically on 'Public health informatics: outbreak signal detection'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
B08,paper,Leveraging Electronic Syndromic Surveillance Synthetic Data to Predict Diarrhoea in Zimbabwean Children Under-Five: An Explainable AI Framework,https://doi.org/10.23919/IST-Africa67297.2025.11060542,10.23919/IST-Africa67297.2025.11060542,2025,2025 IST-Africa Conference (IST-Africa),tool,DIRECT_OVERLAP,0.662,,Relevance 0.66: paper titled 'Leveraging Electronic Syndromic Surveillance Synthetic Data to Predict Diarrhoea in Zimbabwean Child' contributes a 'tool' matching target artifact 'framework'. Matched keywords: primary:abstract:outbreak detection|kw:abstract:public health|kw:title:surveillance|syn:title:syndromic surveillance.,Our proposed work focuses specifically on 'Public health informatics: outbreak signal detection'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
B08,paper,AI-Driven Predictive Analytics for Syndromic Surveillance: Enhancing Early Detection of Emerging Infectious Diseases in the United States,https://doi.org/10.38124/ijisrt/25apr549,10.38124/ijisrt/25apr549,2025,International Journal of Innovative Science and Research Technology,paper,PARTIAL_OVERLAP,0.662,,Relevance 0.66: paper titled 'AI-Driven Predictive Analytics for Syndromic Surveillance: Enhancing Early Detection of Emerging Inf' contributes a 'paper' matching target artifact 'framework'. Matched keywords: primary:abstract:outbreak detection|kw:abstract:public health|kw:title:surveillance|syn:title:syndromic surveillance.,Our proposed work focuses specifically on 'Public health informatics: outbreak signal detection'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
B08,paper,Monitoring Public Health Through a Comprehensive Primary Care Database in the Netherlands: Overview of the Nivel Syndromic Surveillance System,https://doi.org/10.2196/58767,10.2196/58767,2024,JMIR Public Health and Surveillance,survey,PARTIAL_OVERLAP,0.625,,Relevance 0.62: paper titled 'Monitoring Public Health Through a Comprehensive Primary Care Database in the Netherlands: Overview ' contributes a 'survey' matching target artifact 'framework'. Matched keywords: kw:title:public health|kw:title:surveillance|syn:title:syndromic surveillance.,Our proposed work focuses specifically on 'Public health informatics: outbreak signal detection'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
B08,paper,Syndromic surveillance for infection prevention and control during public health emergencies,https://doi.org/10.2471/b09222,10.2471/b09222,2025,,paper,PARTIAL_OVERLAP,0.625,,Relevance 0.62: paper titled 'Syndromic surveillance for infection prevention and control during public health emergencies' contributes a 'paper' matching target artifact 'framework'. Matched keywords: kw:title:public health|kw:title:surveillance|syn:title:syndromic surveillance.,Our proposed work focuses specifically on 'Public health informatics: outbreak signal detection'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
B08,paper,Data Sharing in a Decentralized Public Health System: Lessons From COVID-19 Syndromic Surveillance (Preprint),https://doi.org/10.2196/preprints.52587,10.2196/preprints.52587,2023,,tool,PARTIAL_OVERLAP,0.625,,Relevance 0.62: paper titled 'Data Sharing in a Decentralized Public Health System: Lessons From COVID-19 Syndromic Surveillance (' contributes a 'tool' matching target artifact 'framework'. Matched keywords: kw:title:public health|kw:title:surveillance|syn:title:syndromic surveillance.,Our proposed work focuses specifically on 'Public health informatics: outbreak signal detection'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
B08,paper,"Syndromic Surveillance – Review on Different Practices Performance, and Added Value for Public Health",https://doi.org/10.20944/preprints202512.2139.v1,10.20944/preprints202512.2139.v1,2025,,survey,PARTIAL_OVERLAP,0.625,,"Relevance 0.62: paper titled 'Syndromic Surveillance – Review on Different Practices Performance, and Added Value for Public Healt' contributes a 'survey' matching target artifact 'framework'. Matched keywords: kw:title:public health|kw:title:surveillance|syn:title:syndromic surveillance.",Our proposed work focuses specifically on 'Public health informatics: outbreak signal detection'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
B08,paper,News Headlines Classification for Disease Outbreak Detection using Modified Term Weighting approach,https://doi.org/10.21203/rs.3.rs-2703308/v1,10.21203/rs.3.rs-2703308/v1,2023,,paper,PARTIAL_OVERLAP,0.6,,Relevance 0.60: paper titled 'News Headlines Classification for Disease Outbreak Detection using Modified Term Weighting approach' contributes a 'paper' matching target artifact 'framework'. Matched keywords: primary:title:outbreak detection|kw:abstract:surveillance.,Our proposed work focuses specifically on 'Public health informatics: outbreak signal detection'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,weak
