topic_id,source,name,url,doi,year,venue,contribution_type,overlap_class,relevance_score,stars_or_downloads,why_overlaps,how_we_differ,differentiator_strength
B04,paper,Causal Inference and Recommendations,https://doi.org/10.1007/978-3-031-35051-1_10,10.1007/978-3-031-35051-1_10,2023,Machine Learning for Causal Inference,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Causal Inference and Recommendations' contributes a 'paper' matching target artifact 'benchmark'. Matched keywords: primary:title:causal inference.,Our proposed work focuses specifically on 'Causal inference benchmarks for ML evaluation'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B04,paper,Causal Inference on Graphs,https://doi.org/10.1007/978-3-031-35051-1_4,10.1007/978-3-031-35051-1_4,2023,Machine Learning for Causal Inference,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Causal Inference on Graphs' contributes a 'paper' matching target artifact 'benchmark'. Matched keywords: primary:title:causal inference.,Our proposed work focuses specifically on 'Causal inference benchmarks for ML evaluation'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B04,paper,Deep Learning for Causal Inference,https://doi.org/10.1201/9781003028543-5,10.1201/9781003028543-5,2022,Artificial Intelligence and Causal Inference,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Deep Learning for Causal Inference' contributes a 'paper' matching target artifact 'benchmark'. Matched keywords: primary:title:causal inference.,Our proposed work focuses specifically on 'Causal inference benchmarks for ML evaluation'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B04,paper,cia: Learn and Apply Directed Acyclic Graphs for Causal Inference,https://doi.org/10.32614/cran.package.cia,10.32614/cran.package.cia,2024,CRAN: Contributed Packages,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'cia: Learn and Apply Directed Acyclic Graphs for Causal Inference' contributes a 'paper' matching target artifact 'benchmark'. Matched keywords: primary:title:causal inference.,Our proposed work focuses specifically on 'Causal inference benchmarks for ML evaluation'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B04,paper,Causal Inference and Natural Language Processing,https://doi.org/10.1007/978-3-031-35051-1_9,10.1007/978-3-031-35051-1_9,2023,Machine Learning for Causal Inference,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Causal Inference and Natural Language Processing' contributes a 'paper' matching target artifact 'benchmark'. Matched keywords: primary:title:causal inference.,Our proposed work focuses specifically on 'Causal inference benchmarks for ML evaluation'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B04,paper,Uncertainty and Complexity in Causal Inference,https://doi.org/10.7551/mitpress/14244.003.0013,10.7551/mitpress/14244.003.0013,2023,Causal Inference,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Uncertainty and Complexity in Causal Inference' contributes a 'paper' matching target artifact 'benchmark'. Matched keywords: primary:title:causal inference.,Our proposed work focuses specifically on 'Causal inference benchmarks for ML evaluation'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B04,paper,Causal Inference in Time Series,https://doi.org/10.1201/9781003028543-6,10.1201/9781003028543-6,2022,Artificial Intelligence and Causal Inference,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Causal Inference in Time Series' contributes a 'paper' matching target artifact 'benchmark'. Matched keywords: primary:title:causal inference.,Our proposed work focuses specifically on 'Causal inference benchmarks for ML evaluation'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B04,paper,Reinforcement Learning and Causal Inference,https://doi.org/10.1201/9781003028543-8,10.1201/9781003028543-8,2022,Artificial Intelligence and Causal Inference,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Reinforcement Learning and Causal Inference' contributes a 'paper' matching target artifact 'benchmark'. Matched keywords: primary:title:causal inference.,Our proposed work focuses specifically on 'Causal inference benchmarks for ML evaluation'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B04,paper,A Roadmap for Causal Inference,https://doi.org/10.1201/9781003433378-11,10.1201/9781003433378-11,2024,Causal Inference in Pharmaceutical Statistics,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'A Roadmap for Causal Inference' contributes a 'paper' matching target artifact 'benchmark'. Matched keywords: primary:title:causal inference.,Our proposed work focuses specifically on 'Causal inference benchmarks for ML evaluation'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B04,paper,Bridging Finite and Super Population Causal Inference,https://doi.org/10.1201/9781003484080-9,10.1201/9781003484080-9,2024,A First Course in Causal Inference,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Bridging Finite and Super Population Causal Inference' contributes a 'paper' matching target artifact 'benchmark'. Matched keywords: primary:title:causal inference.,Our proposed work focuses specifically on 'Causal inference benchmarks for ML evaluation'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
