topic_id,source,name,url,doi,year,venue,contribution_type,overlap_class,relevance_score,stars_or_downloads,why_overlaps,how_we_differ,differentiator_strength
B11,paper,Distribution shift detection for the postmarket surveillance of medical AI algorithms: a retrospective simulation study,https://doi.org/10.1038/s41746-024-01085-w,10.1038/s41746-024-01085-w,2024,npj Digital Medicine,empirical,PARTIAL_OVERLAP,0.6,,Relevance 0.60: paper titled 'Distribution shift detection for the postmarket surveillance of medical AI algorithms: a retrospecti' contributes a 'empirical' matching target artifact 'framework'. Matched keywords: primary:title:distribution shift|kw:abstract:monitoring.,Our proposed work focuses specifically on 'Distribution-shift detection methods for production ML'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B11,paper,A fine-tuning deep learning framework to palliate data distribution shift effects in rotary machine fault detection,https://doi.org/10.1177/14759217241295951,10.1177/14759217241295951,2024,Structural Health Monitoring,tool,PARTIAL_OVERLAP,0.6,,Relevance 0.60: paper titled 'A fine-tuning deep learning framework to palliate data distribution shift effects in rotary machine ' contributes a 'tool' matching target artifact 'framework'. Matched keywords: primary:title:distribution shift|kw:abstract:monitoring.,Our proposed work focuses specifically on 'Distribution-shift detection methods for production ML'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B11,paper,Self-Healing ML Pipelines: Automating Drift Detection and Remediation in Production Systems,https://doi.org/10.20944/preprints202510.2522.v1,10.20944/preprints202510.2522.v1,2025,,tool,PARTIAL_OVERLAP,0.512,,Relevance 0.51: paper titled 'Self-Healing ML Pipelines: Automating Drift Detection and Remediation in Production Systems' contributes a 'tool' matching target artifact 'framework'. Matched keywords: primary:abstract:distribution shift|kw:abstract:monitoring|kw:abstract:production ml|syn:title:drift detection.,Our proposed work focuses specifically on 'Distribution-shift detection methods for production ML'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B11,paper,Reversible Instance Normalization for Accurate Time-Series Forecasting against Distribution Shift,,,2022,International Conference on Learning Representations,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Reversible Instance Normalization for Accurate Time-Series Forecasting against Distribution Shift' contributes a 'paper' matching target artifact 'framework'. Matched keywords: primary:title:distribution shift.,Our proposed work focuses specifically on 'Distribution-shift detection methods for production ML'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B11,paper,Evaluating calibration of deep fault diagnostic models under distribution shift,https://doi.org/10.1016/j.compind.2025.104334,10.1016/j.compind.2025.104334,2025,Computers in industry (Print),paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Evaluating calibration of deep fault diagnostic models under distribution shift' contributes a 'paper' matching target artifact 'framework'. Matched keywords: primary:title:distribution shift.,Our proposed work focuses specifically on 'Distribution-shift detection methods for production ML'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B11,paper,Remaining Useful Life Prognosis Method of Rolling Bearings Considering Degradation Distribution Shift,https://doi.org/10.1109/TIM.2024.3413142,10.1109/TIM.2024.3413142,2024,IEEE Transactions on Instrumentation and Measurement,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Remaining Useful Life Prognosis Method of Rolling Bearings Considering Degradation Distribution Shif' contributes a 'paper' matching target artifact 'framework'. Matched keywords: primary:title:distribution shift.,Our proposed work focuses specifically on 'Distribution-shift detection methods for production ML'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B11,paper,Adapting to Distribution Shift by Visual Domain Prompt Generation,https://doi.org/10.48550/arXiv.2405.02797,10.48550/arXiv.2405.02797,2024,International Conference on Learning Representations,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Adapting to Distribution Shift by Visual Domain Prompt Generation' contributes a 'paper' matching target artifact 'framework'. Matched keywords: primary:title:distribution shift.,Our proposed work focuses specifically on 'Distribution-shift detection methods for production ML'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B11,paper,Multi-Source Conformal Inference Under Distribution Shift,,,2024,International Conference on Machine Learning,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Multi-Source Conformal Inference Under Distribution Shift' contributes a 'paper' matching target artifact 'framework'. Matched keywords: primary:title:distribution shift.,Our proposed work focuses specifically on 'Distribution-shift detection methods for production ML'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B11,paper,Distribution Shift Inversion for Out-of-Distribution Prediction,https://doi.org/10.1109/cvpr52729.2023.00350,10.1109/cvpr52729.2023.00350,2023,2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Distribution Shift Inversion for Out-of-Distribution Prediction' contributes a 'paper' matching target artifact 'framework'. Matched keywords: primary:title:distribution shift.,Our proposed work focuses specifically on 'Distribution-shift detection methods for production ML'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B11,paper,"Lost in Transcription, Found in Distribution Shift: Demystifying Hallucination in Speech Foundation Models",https://doi.org/10.48550/arXiv.2502.12414,10.48550/arXiv.2502.12414,2025,Annual Meeting of the Association for Computational Linguistics,paper,PARTIAL_OVERLAP,0.5,,"Relevance 0.50: paper titled 'Lost in Transcription, Found in Distribution Shift: Demystifying Hallucination in Speech Foundation ' contributes a 'paper' matching target artifact 'framework'. Matched keywords: primary:title:distribution shift.",Our proposed work focuses specifically on 'Distribution-shift detection methods for production ML'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
