topic_id,source,name,url,doi,year,venue,contribution_type,overlap_class,relevance_score,stars_or_downloads,why_overlaps,how_we_differ,differentiator_strength
B13,paper,Citation Context Analysis Using Combined Feature Embedding and Deep Convolutional Neural Network Model,https://doi.org/10.3390/app12063203,10.3390/app12063203,2022,Applied Sciences,empirical,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Citation Context Analysis Using Combined Feature Embedding and Deep Convolutional Neural Network Mod' contributes a 'empirical' matching target artifact 'dataset'. Matched keywords: primary:title:citation context.,Our proposed work focuses specifically on 'Citation-context mining for scientific literature'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B13,paper,Extracting the evolutionary backbone of scientific domains: The semantic main path network analysis approach based on citation context analysis,https://doi.org/10.1002/asi.24748,10.1002/asi.24748,2023,J. Assoc. Inf. Sci. Technol.,empirical,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Extracting the evolutionary backbone of scientific domains: The semantic main path network analysis ' contributes a 'empirical' matching target artifact 'dataset'. Matched keywords: primary:title:citation context.,Our proposed work focuses specifically on 'Citation-context mining for scientific literature'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B13,paper,Pre-trained transformer-based citation context-aware citation network embeddings,https://doi.org/10.1145/3529372.3533290,10.1145/3529372.3533290,2022,Proceedings of the 22nd ACM/IEEE Joint Conference on Digital Libraries,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Pre-trained transformer-based citation context-aware citation network embeddings' contributes a 'paper' matching target artifact 'dataset'. Matched keywords: primary:title:citation context.,Our proposed work focuses specifically on 'Citation-context mining for scientific literature'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B13,paper,"Leveraging AI for Enhanced Bibliometric: A Multi-Faceted Approach to Citation Context, Sentiment, and Cognitive Link Analysis in Research Evaluation",https://doi.org/10.46328/ijemst.5707,10.46328/ijemst.5707,2025,International Journal of Education in Mathematics Science and Technology,empirical,PARTIAL_OVERLAP,0.5,,"Relevance 0.50: paper titled 'Leveraging AI for Enhanced Bibliometric: A Multi-Faceted Approach to Citation Context, Sentiment, an' contributes a 'empirical' matching target artifact 'dataset'. Matched keywords: primary:title:citation context.",Our proposed work focuses specifically on 'Citation-context mining for scientific literature'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B13,paper,Research evaluation metrics comparison: does citation or citation context count differ from citation context similarity metric?,https://doi.org/10.1007/s11192-025-05467-z,10.1007/s11192-025-05467-z,2025,Scientometrics,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Research evaluation metrics comparison: does citation or citation context count differ from citation' contributes a 'paper' matching target artifact 'dataset'. Matched keywords: primary:title:citation context.,Our proposed work focuses specifically on 'Citation-context mining for scientific literature'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B13,paper,Exploring Citation Dynamics in Computational Linguistics Research: A Citation Context Analysis Approach,https://doi.org/10.6025/stm/2025/6/79-85,10.6025/stm/2025/6/79-85,2025,STM 2025,empirical,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Exploring Citation Dynamics in Computational Linguistics Research: A Citation Context Analysis Appro' contributes a 'empirical' matching target artifact 'dataset'. Matched keywords: primary:title:citation context.,Our proposed work focuses specifically on 'Citation-context mining for scientific literature'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B13,paper,"Review for ""Does citation context information enhance the validity of citation analysis for measuring research quality? An empirical comparison of peer assessments and enriched citations""",https://doi.org/10.1162/qss.a.15/v2/review1,10.1162/qss.a.15/v2/review1,2025,,survey,PARTIAL_OVERLAP,0.5,,"Relevance 0.50: paper titled 'Review for ""Does citation context information enhance the validity of citation analysis for measurin' contributes a 'survey' matching target artifact 'dataset'. Matched keywords: primary:title:citation context.",Our proposed work focuses specifically on 'Citation-context mining for scientific literature'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B13,paper,"Decision letter for ""Does citation context information enhance the validity of citation analysis for measuring research quality? An empirical comparison of peer assessments and enriched citations""",https://doi.org/10.1162/qss.a.15/v2/decision1,10.1162/qss.a.15/v2/decision1,2025,,empirical,PARTIAL_OVERLAP,0.5,,"Relevance 0.50: paper titled 'Decision letter for ""Does citation context information enhance the validity of citation analysis for' contributes a 'empirical' matching target artifact 'dataset'. Matched keywords: primary:title:citation context.",Our proposed work focuses specifically on 'Citation-context mining for scientific literature'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B13,paper,"Author response for ""Does citation context information enhance the validity of citation analysis for measuring research quality? An empirical comparison of peer assessments and enriched citations""",https://doi.org/10.1162/qss.a.15/v2/response1,10.1162/qss.a.15/v2/response1,2025,,empirical,PARTIAL_OVERLAP,0.5,,"Relevance 0.50: paper titled 'Author response for ""Does citation context information enhance the validity of citation analysis for' contributes a 'empirical' matching target artifact 'dataset'. Matched keywords: primary:title:citation context.",Our proposed work focuses specifically on 'Citation-context mining for scientific literature'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B13,paper,Web of Science and Scholarcy adds citation context features with a twist,https://doi.org/10.59350/wxpny-tz873,10.59350/wxpny-tz873,2022,,paper,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'Web of Science and Scholarcy adds citation context features with a twist' contributes a 'paper' matching target artifact 'dataset'. Matched keywords: primary:title:citation context.,Our proposed work focuses specifically on 'Citation-context mining for scientific literature'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B13,paper,Visual analysis of global research on immunotherapy for gastric cancer: A literature mining from 2012 to 2022,https://doi.org/10.1080/21645515.2023.2186684,10.1080/21645515.2023.2186684,2023,Human Vaccines & Immunotherapeutics,empirical,ADJACENT,0.25,,Relevance 0.25: paper titled 'Visual analysis of global research on immunotherapy for gastric cancer: A literature mining from 201' contributes a 'empirical' matching target artifact 'dataset'. Matched keywords: kw:title:literature mining.,Our proposed work focuses specifically on 'Citation-context mining for scientific literature'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B13,paper,A foundation model for human-AI collaboration in medical literature mining,https://doi.org/10.48550/arXiv.2501.16255,10.48550/arXiv.2501.16255,2025,arXiv.org,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'A foundation model for human-AI collaboration in medical literature mining' contributes a 'paper' matching target artifact 'dataset'. Matched keywords: kw:title:literature mining.,Our proposed work focuses specifically on 'Citation-context mining for scientific literature'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B13,paper,Identification of sensitive endpoints for the assessment of phthalates-induced reproductive and developmental toxicity: a literature mining study.,https://doi.org/10.1016/j.fct.2024.114686,10.1016/j.fct.2024.114686,2024,Food and Chemical Toxicology,empirical,ADJACENT,0.25,,Relevance 0.25: paper titled 'Identification of sensitive endpoints for the assessment of phthalates-induced reproductive and deve' contributes a 'empirical' matching target artifact 'dataset'. Matched keywords: kw:title:literature mining.,Our proposed work focuses specifically on 'Citation-context mining for scientific literature'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B13,paper,"AHAM: Adapt, Help, Ask, Model - Harvesting LLMs for literature mining",https://doi.org/10.48550/arXiv.2312.15784,10.48550/arXiv.2312.15784,2023,arXiv.org,paper,ADJACENT,0.25,,"Relevance 0.25: paper titled 'AHAM: Adapt, Help, Ask, Model - Harvesting LLMs for literature mining' contributes a 'paper' matching target artifact 'dataset'. Matched keywords: kw:title:literature mining.",Our proposed work focuses specifically on 'Citation-context mining for scientific literature'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B13,paper,Local large language model‐assisted literature mining for on‐surface reactions,https://doi.org/10.1002/mgea.88,10.1002/mgea.88,2025,Materials Genome Engineering Advances,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Local large language model‐assisted literature mining for on‐surface reactions' contributes a 'paper' matching target artifact 'dataset'. Matched keywords: kw:title:literature mining.,Our proposed work focuses specifically on 'Citation-context mining for scientific literature'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B13,paper,BioTextQuest v2.0: An evolved tool for biomedical literature mining and concept discovery,https://doi.org/10.1016/j.csbj.2024.08.016,10.1016/j.csbj.2024.08.016,2024,Computational and Structural Biotechnology Journal,tool,ADJACENT,0.25,,Relevance 0.25: paper titled 'BioTextQuest v2.0: An evolved tool for biomedical literature mining and concept discovery' contributes a 'tool' matching target artifact 'dataset'. Matched keywords: kw:title:literature mining.,Our proposed work focuses specifically on 'Citation-context mining for scientific literature'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B13,paper,Literature mining discerns latent disease–gene relationships,https://doi.org/10.1093/bioinformatics/btae185,10.1093/bioinformatics/btae185,2024,Bioinform.,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Literature mining discerns latent disease–gene relationships' contributes a 'paper' matching target artifact 'dataset'. Matched keywords: kw:title:literature mining.,Our proposed work focuses specifically on 'Citation-context mining for scientific literature'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
