topic_id,source,name,url,doi,year,venue,contribution_type,overlap_class,relevance_score,stars_or_downloads,why_overlaps,how_we_differ,differentiator_strength
T37,paper,First ‘NICE-curated’ clinical guideline announced,https://doi.org/10.1211/pj.2025.1.372584,10.1211/pj.2025.1.372584,2025,Pharmaceutical Journal,paper,DIRECT_OVERLAP,0.625,,Relevance 0.62: paper titled 'First ‘NICE-curated’ clinical guideline announced' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: primary:title:clinical guideline|syn:title:nice.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T37,paper,ACG Clinical Guideline: Diagnosis and Management of Eosinophilic Esophagitis.,https://doi.org/10.14309/ajg.0000000000003194,10.14309/ajg.0000000000003194,2025,American Journal of Gastroenterology,paper,DIRECT_OVERLAP,0.5,,Relevance 0.50: paper titled 'ACG Clinical Guideline: Diagnosis and Management of Eosinophilic Esophagitis.' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: primary:title:clinical guideline.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T37,paper,ACG Clinical Guideline Update: Ulcerative Colitis in Adults,https://doi.org/10.14309/ajg.0000000000003463,10.14309/ajg.0000000000003463,2025,American Journal of Gastroenterology,paper,DIRECT_OVERLAP,0.5,,Relevance 0.50: paper titled 'ACG Clinical Guideline Update: Ulcerative Colitis in Adults' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: primary:title:clinical guideline.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T37,paper,ACG Clinical Guideline: Management of Crohn's Disease in Adults,https://doi.org/10.14309/ajg.0000000000003465,10.14309/ajg.0000000000003465,2025,American Journal of Gastroenterology,paper,DIRECT_OVERLAP,0.5,,Relevance 0.50: paper titled 'ACG Clinical Guideline: Management of Crohn's Disease in Adults' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: primary:title:clinical guideline.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T37,paper,ACG Clinical Guideline: Malnutrition and Nutritional Recommendations in Liver Disease,https://doi.org/10.14309/ajg.0000000000003379,10.14309/ajg.0000000000003379,2025,American Journal of Gastroenterology,paper,DIRECT_OVERLAP,0.5,,Relevance 0.50: paper titled 'ACG Clinical Guideline: Malnutrition and Nutritional Recommendations in Liver Disease' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: primary:title:clinical guideline.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T37,paper,ACG Clinical Guideline: Diagnosis and Management of Gastric Premalignant Conditions,https://doi.org/10.14309/ajg.0000000000003350,10.14309/ajg.0000000000003350,2025,American Journal of Gastroenterology,paper,DIRECT_OVERLAP,0.5,,Relevance 0.50: paper titled 'ACG Clinical Guideline: Diagnosis and Management of Gastric Premalignant Conditions' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: primary:title:clinical guideline.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T37,paper,The 2024 UK clinical guideline for the prevention and treatment of osteoporosis,https://doi.org/10.1007/s11657-025-01588-3,10.1007/s11657-025-01588-3,2025,Archives of Osteoporosis,paper,DIRECT_OVERLAP,0.5,,Relevance 0.50: paper titled 'The 2024 UK clinical guideline for the prevention and treatment of osteoporosis' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: primary:title:clinical guideline.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T37,paper,ACG Clinical Guideline Update: Preventive Care in Inflammatory Bowel Disease.,https://doi.org/10.14309/ajg.0000000000003541,10.14309/ajg.0000000000003541,2025,American Journal of Gastroenterology,paper,DIRECT_OVERLAP,0.5,,Relevance 0.50: paper titled 'ACG Clinical Guideline Update: Preventive Care in Inflammatory Bowel Disease.' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: primary:title:clinical guideline.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T37,paper,Appraisal of Clinical Practice Guideline: Australian Clinical Guideline for Physical Rehabilitation and Mobilisation in Adult Intensive Care Units: 2023,https://doi.org/10.1016/j.jphys.2024.05.009,10.1016/j.jphys.2024.05.009,2024,Journal of Physiotherapy,paper,DIRECT_OVERLAP,0.5,,Relevance 0.50: paper titled 'Appraisal of Clinical Practice Guideline: Australian Clinical Guideline for Physical Rehabilitation ' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: primary:title:clinical guideline.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,none
T37,paper,Model Drift in Dynamic Networks,https://doi.org/10.1109/MCOM.003.2200306,10.1109/MCOM.003.2200306,2023,IEEE Communications Magazine,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Model Drift in Dynamic Networks' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: kw:title:model drift.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T37,paper,"Performance of GPT-4 on the American College of Radiology In-training Examination: Evaluating Accuracy, Model Drift, and Fine-tuning.",https://doi.org/10.1016/j.acra.2024.04.006,10.1016/j.acra.2024.04.006,2024,Academic Radiology,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Performance of GPT-4 on the American College of Radiology In-training Examination: Evaluating Accura' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: kw:title:model drift.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T37,paper,Machine Learning Model Drift: Predicting Diagnostic Imaging Follow-Up as a Case Example.,https://doi.org/10.1016/j.jacr.2022.05.030,10.1016/j.jacr.2022.05.030,2022,Journal of the American College of Radiology,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Machine Learning Model Drift: Predicting Diagnostic Imaging Follow-Up as a Case Example.' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: kw:title:model drift.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T37,paper,Tackling data and model drift in AI: Strategies for maintaining accuracy during ML model inference,https://doi.org/10.30574/ijsra.2023.10.2.0855,10.30574/ijsra.2023.10.2.0855,2023,International Journal of Science and Research Archive,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Tackling data and model drift in AI: Strategies for maintaining accuracy during ML model inference' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: kw:title:model drift.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T37,paper,Longitudinal evaluation of iron status during pregnancy: a prospective cohort study in a high-resource setting.,https://doi.org/10.1016/j.ajcnut.2024.08.010,10.1016/j.ajcnut.2024.08.010,2024,American Journal of Clinical Nutrition,empirical,ADJACENT,0.25,,Relevance 0.25: paper titled 'Longitudinal evaluation of iron status during pregnancy: a prospective cohort study in a high-resour' contributes a 'empirical' matching target artifact 'empirical'. Matched keywords: kw:title:longitudinal evaluation.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T37,paper,Longitudinal evaluation of circulating tumor DNA in patients undergoing neoadjuvant therapy for early breast cancer using a tumor-informed assay,https://doi.org/10.1038/s41467-025-56658-4,10.1038/s41467-025-56658-4,2025,Nature Communications,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Longitudinal evaluation of circulating tumor DNA in patients undergoing neoadjuvant therapy for earl' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: kw:title:longitudinal evaluation.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T37,paper,Understanding Model Drift and Its Impact on Health Care Policy.,https://doi.org/10.1001/jamahealthforum.2025.2724,10.1001/jamahealthforum.2025.2724,2025,JAMA Health Forum,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Understanding Model Drift and Its Impact on Health Care Policy.' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: kw:title:model drift.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T37,paper,Susceptibility of AutoML mortality prediction algorithms to model drift caused by the COVID pandemic,https://doi.org/10.1186/s12911-024-02428-z,10.1186/s12911-024-02428-z,2024,BMC Medical Informatics and Decision Making,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Susceptibility of AutoML mortality prediction algorithms to model drift caused by the COVID pandemic' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: kw:title:model drift.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T37,paper,"Longitudinal evaluation of external quality assessment results for CA 15-3, CA 19-9, and CA 125",https://doi.org/10.3389/fmolb.2024.1401619,10.3389/fmolb.2024.1401619,2024,Frontiers in Molecular Biosciences,paper,ADJACENT,0.25,,"Relevance 0.25: paper titled 'Longitudinal evaluation of external quality assessment results for CA 15-3, CA 19-9, and CA 125' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: kw:title:longitudinal evaluation.",Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T37,paper,Explainable Artificial Intelligence-Based Model Drift Detection Applicable to Unsupervised Environments,https://doi.org/10.32604/cmc.2023.040235,10.32604/cmc.2023.040235,2023,"Computers, Materials &amp; Continua",paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Explainable Artificial Intelligence-Based Model Drift Detection Applicable to Unsupervised Environme' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: kw:title:model drift.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T37,paper,Joint Prediction of SOH and RUL for Lithium Batteries Considering Capacity Self Recovery and Model Drift,https://doi.org/10.1109/JIOT.2025.3550270,10.1109/JIOT.2025.3550270,2025,IEEE Internet of Things Journal,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Joint Prediction of SOH and RUL for Lithium Batteries Considering Capacity Self Recovery and Model D' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: kw:title:model drift.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T37,paper,Design and maintenance of community-based cohorts in sub-Saharan Africa: a longitudinal evaluation of participant attrition in SchistoTrack,https://doi.org/10.1136/bmjph-2024-002151,10.1136/bmjph-2024-002151,2025,BMJ public health,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Design and maintenance of community-based cohorts in sub-Saharan Africa: a longitudinal evaluation o' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: kw:title:longitudinal evaluation.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T37,paper,Longitudinal Evaluation of Implementation of AACN's Healthy Work Environment Framework in an Intensive Care Unit.,https://doi.org/10.4037/ajcc2025172,10.4037/ajcc2025172,2025,American Journal of Critical Care,tool,ADJACENT,0.25,,Relevance 0.25: paper titled 'Longitudinal Evaluation of Implementation of AACN's Healthy Work Environment Framework in an Intensi' contributes a 'tool' matching target artifact 'empirical'. Matched keywords: kw:title:longitudinal evaluation.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T37,paper,Longitudinal Evaluation of Cough Hypersensitivity Questionnaire in a Cohort of Chronic Cough.,https://doi.org/10.1016/j.jaip.2025.02.025,10.1016/j.jaip.2025.02.025,2025,Journal of Allergy and Clinical Immunology: In Practice,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Longitudinal Evaluation of Cough Hypersensitivity Questionnaire in a Cohort of Chronic Cough.' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: kw:title:longitudinal evaluation.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T37,paper,Data Quality Aware Approaches for Addressing Model Drift of Semantic Segmentation Models,https://doi.org/10.48550/arXiv.2402.07258,10.48550/arXiv.2402.07258,2024,VISIGRAPP : VISAPP,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Data Quality Aware Approaches for Addressing Model Drift of Semantic Segmentation Models' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: kw:title:model drift.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T37,paper,Dual Self-Attention is What You Need for Model Drift Detection in 6G Networks,https://doi.org/10.1109/TMLCN.2025.3576727,10.1109/TMLCN.2025.3576727,2025,IEEE Transactions on Machine Learning in Communications and Networking,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Dual Self-Attention is What You Need for Model Drift Detection in 6G Networks' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: kw:title:model drift.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T37,paper,The Delphi of ORACLE: An Expert Consensus Survey for the Development of the Observational Risk Assessment of Contractures (Longitudinal Evaluation),https://doi.org/10.1177/02692155241229285,10.1177/02692155241229285,2024,Clinical Rehabilitation,survey,ADJACENT,0.25,,Relevance 0.25: paper titled 'The Delphi of ORACLE: An Expert Consensus Survey for the Development of the Observational Risk Asses' contributes a 'survey' matching target artifact 'empirical'. Matched keywords: kw:title:longitudinal evaluation.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T37,paper,Model Drift in Deployed Machine Learning Models for Predicting Learning Success,https://doi.org/10.3390/computers14090351,10.3390/computers14090351,2025,De Computis,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Model Drift in Deployed Machine Learning Models for Predicting Learning Success' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: kw:title:model drift.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T37,paper,Model Drift-Adaptive Resource Reservation in ISAC Networks: A Digital Twin-Based Approach,https://doi.org/10.1109/ICCC62479.2024.10681925,10.1109/ICCC62479.2024.10681925,2024,2024 IEEE/CIC International Conference on Communications in China (ICCC),paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Model Drift-Adaptive Resource Reservation in ISAC Networks: A Digital Twin-Based Approach' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: kw:title:model drift.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T37,paper,Longitudinal evaluation of serum neurofilament light levels in normal healthy volunteers: defining a threshold of concern,https://doi.org/10.1007/s00415-025-13246-2,10.1007/s00415-025-13246-2,2025,Journal of Neurology,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Longitudinal evaluation of serum neurofilament light levels in normal healthy volunteers: defining a' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: kw:title:longitudinal evaluation.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T37,paper,Deep Learning Approach for Ear Recognition and Longitudinal Evaluation in Children,https://doi.org/10.1109/BIOSIG61931.2024.10786753,10.1109/BIOSIG61931.2024.10786753,2024,Biometrics and Electronic Signatures,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Deep Learning Approach for Ear Recognition and Longitudinal Evaluation in Children' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: kw:title:longitudinal evaluation.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T37,paper,Pain in recessive dystrophic epidermolysis bullosa (RDEB): findings of the Prospective Epidermolysis Bullosa Longitudinal Evaluation Study (PEBLES),https://doi.org/10.1186/s13023-024-03349-w,10.1186/s13023-024-03349-w,2024,Orphanet Journal of Rare Diseases,empirical,ADJACENT,0.25,,Relevance 0.25: paper titled 'Pain in recessive dystrophic epidermolysis bullosa (RDEB): findings of the Prospective Epidermolysis' contributes a 'empirical' matching target artifact 'empirical'. Matched keywords: kw:title:longitudinal evaluation.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T37,paper,Interpretable Model Drift Detection,https://doi.org/10.1145/3632410.3632434,10.1145/3632410.3632434,2024,COMAD/CODS,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Interpretable Model Drift Detection' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: kw:title:model drift.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
T37,paper,Effects of Model Drift on Ship Detection Models,https://doi.org/10.5220/0012443600003660,10.5220/0012443600003660,2024,VISIGRAPP : VISAPP,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Effects of Model Drift on Ship Detection Models' contributes a 'paper' matching target artifact 'empirical'. Matched keywords: kw:title:model drift.,Our proposed work focuses specifically on 'Clinical-guideline consistency across LLM versions over time'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
