topic_id,source,name,url,doi,year,venue,contribution_type,overlap_class,relevance_score,stars_or_downloads,why_overlaps,how_we_differ,differentiator_strength
B03,paper,A complete dataset audit of herpes simplex encephalitis at the royal free foundation trust (2018–2023),https://doi.org/10.1136/jnnp-2024-abn.247,10.1136/jnnp-2024-abn.247,2024,A complete dataset audit of herpes simplex encephalitis at the royal free foundation trust (2018–2023),dataset,PARTIAL_OVERLAP,0.5,,Relevance 0.50: paper titled 'A complete dataset audit of herpes simplex encephalitis at the royal free foundation trust (2018–202' contributes a 'dataset' matching target artifact 'framework'. Matched keywords: primary:title:dataset audit.,Our proposed work focuses specifically on 'Data-centric AI: dataset auditing methodology'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B03,paper,"Towards Data-Centric AI: A Comprehensive Survey of Traditional, Reinforcement, and Generative Approaches for Tabular Data Transformation",https://doi.org/10.1145/3801742,10.1145/3801742,2025,ACM Transactions on Knowledge Discovery from Data,survey,PARTIAL_OVERLAP,0.35,,"Relevance 0.35: paper titled 'Towards Data-Centric AI: A Comprehensive Survey of Traditional, Reinforcement, and Generative Approa' contributes a 'survey' matching target artifact 'framework'. Matched keywords: kw:abstract:data quality|kw:title:data-centric.",Our proposed work focuses specifically on 'Data-centric AI: dataset auditing methodology'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B03,paper,A Survey on Data-Centric AI: Tabular Learning from Reinforcement Learning and Generative AI Perspective,https://doi.org/10.48550/arXiv.2502.08828,10.48550/arXiv.2502.08828,2025,arXiv.org,survey,PARTIAL_OVERLAP,0.35,,Relevance 0.35: paper titled 'A Survey on Data-Centric AI: Tabular Learning from Reinforcement Learning and Generative AI Perspect' contributes a 'survey' matching target artifact 'framework'. Matched keywords: kw:abstract:data quality|kw:title:data-centric.,Our proposed work focuses specifically on 'Data-centric AI: dataset auditing methodology'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B03,paper,A Survey on Efficient Large Language Model Training: From Data-centric Perspectives,https://doi.org/10.18653/v1/2025.acl-long.1493,10.18653/v1/2025.acl-long.1493,2025,Annual Meeting of the Association for Computational Linguistics,survey,PARTIAL_OVERLAP,0.35,,Relevance 0.35: paper titled 'A Survey on Efficient Large Language Model Training: From Data-centric Perspectives' contributes a 'survey' matching target artifact 'framework'. Matched keywords: kw:abstract:data quality|kw:title:data-centric.,Our proposed work focuses specifically on 'Data-centric AI: dataset auditing methodology'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,moderate
B03,paper,SmolLM2: When Smol Goes Big - Data-Centric Training of a Small Language Model,https://doi.org/10.48550/arXiv.2502.02737,10.48550/arXiv.2502.02737,2025,arXiv.org,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'SmolLM2: When Smol Goes Big - Data-Centric Training of a Small Language Model' contributes a 'paper' matching target artifact 'framework'. Matched keywords: kw:title:data-centric.,Our proposed work focuses specifically on 'Data-centric AI: dataset auditing methodology'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B03,paper,A Survey of Multimodal Large Language Model from A Data-centric Perspective,https://doi.org/10.48550/arXiv.2405.16640,10.48550/arXiv.2405.16640,2024,arXiv.org,survey,ADJACENT,0.25,,Relevance 0.25: paper titled 'A Survey of Multimodal Large Language Model from A Data-centric Perspective' contributes a 'survey' matching target artifact 'framework'. Matched keywords: kw:title:data-centric.,Our proposed work focuses specifically on 'Data-centric AI: dataset auditing methodology'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B03,paper,Learn-by-interact: A Data-Centric Framework for Self-Adaptive Agents in Realistic Environments,https://doi.org/10.48550/arXiv.2501.10893,10.48550/arXiv.2501.10893,2025,International Conference on Learning Representations,tool,ADJACENT,0.25,,Relevance 0.25: paper titled 'Learn-by-interact: A Data-Centric Framework for Self-Adaptive Agents in Realistic Environments' contributes a 'tool' matching target artifact 'framework'. Matched keywords: kw:title:data-centric.,Our proposed work focuses specifically on 'Data-centric AI: dataset auditing methodology'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B03,paper,Data-Centric Green Artificial Intelligence: A Survey,https://doi.org/10.1109/TAI.2023.3315272,10.1109/TAI.2023.3315272,2024,IEEE Transactions on Artificial Intelligence,survey,ADJACENT,0.25,,Relevance 0.25: paper titled 'Data-Centric Green Artificial Intelligence: A Survey' contributes a 'survey' matching target artifact 'framework'. Matched keywords: kw:title:data-centric.,Our proposed work focuses specifically on 'Data-centric AI: dataset auditing methodology'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B03,paper,Shifting AI Efficiency From Model-Centric to Data-Centric Compression,https://doi.org/10.48550/arXiv.2505.19147,10.48550/arXiv.2505.19147,2025,arXiv.org,paper,ADJACENT,0.25,,Relevance 0.25: paper titled 'Shifting AI Efficiency From Model-Centric to Data-Centric Compression' contributes a 'paper' matching target artifact 'framework'. Matched keywords: kw:title:data-centric.,Our proposed work focuses specifically on 'Data-centric AI: dataset auditing methodology'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
B03,paper,Analysis the Composition of Hydraulic Radial Force on Centrifugal Pump Impeller: A Data-Centric Approach Based on CFD Datasets,https://doi.org/10.3390/app15137597,10.3390/app15137597,2025,Applied Sciences,dataset,ADJACENT,0.25,,Relevance 0.25: paper titled 'Analysis the Composition of Hydraulic Radial Force on Centrifugal Pump Impeller: A Data-Centric Appr' contributes a 'dataset' matching target artifact 'framework'. Matched keywords: kw:title:data-centric.,Our proposed work focuses specifically on 'Data-centric AI: dataset auditing methodology'. Articulate a concrete contribution gap versus this existing work before promoting to GO (see §6 verification log).,strong
